NO,CODE,DESCRIPTION,Brand,MODEL,OEM,PCS,NW,GW,M3,START_YEAR,END_YEAR,manufacturer,part_type,model_series,numbering_guide,location
5,8-97417-007-4,DOOR TRIM,Isuzu,D-MAX,8-97417-007-4,1,1.917761413,2.818110883,0.086955538,2012,2016,,,,,
,8-97417-009-4,DOOR TRIM,Isuzu,D-MAX,8-97417-009-4,1,1.896080394,3.173125736,0.089071672,2012,2016,,,,,
6,IZFD055 R LA,REAR DOOR DOUBLE CAB LH,Isuzu,D-MAX,8-98161-045-1,1,14.61493176,15.93304095,0.189625343,2012,2016,,,,,
,IZFD055 R RA,REAR DOOR DOUBLE CAB RH,Isuzu,D-MAX,8-98161-044-1,1,11.73485666,15.44120857,0.159351889,2012,2016,,,,,
7,8-98108-261-5,REAR DOOR LH OPEN CAB,Isuzu,D-MAX,8-98108-261-5,1,17.83722889,17.26507412,0.274647171,2012,2016,,,,,
,8-98108-260-5,REAR DOOR RH OPEN CAB,Isuzu,D-MAX,8-98108-260-5,1,13.50555616,17.97028955,0.269266775,2012,2016,,,,,
8,8-98122-518-7,REAR SIDE PANEL 2DRS 4WD LH,Isuzu,D-MAX,8-98122-518-7,1,7.259351089,9.0749574,0.344919409,2013,2013,,,,,
9,8-98122-519-9,REAR SIDE PANEL 2DRS 4WD RH,Isuzu,D-MAX,8-98122-519-9,1,8.749877372,9.709644912,0.437467484,2013,2013,,,,,
10,8-98104-553-8,REAR SIDE PANEL 2DR LH 2WD,Isuzu,D-MAX,8-98104-553-8,1,7.465738819,7.181570716,1.760480019,2012,2012,,,,,
,8-98104-555-6,REAR SIDE PANEL 2DR RH 2WD,Isuzu,D-MAX,8-98104-555-6,1,7.828383162,9.406987483,0.474279487,2012,2012,,,,,
11,8-98104-551-5,SIDE PANEL 4WD LH STANDARD,Isuzu,ALL NEW D-MAX,8-98104-551-5,1,7.361097021,12.44072949,0.347988081,2012,2016,,,,,
12,8-98104-552-4,SIDE PANEL 4WD RH STANDARD,Isuzu,ALL NEW D-MAX,8-98104-552-4,1,7.551112747,12.69628027,0.353051239,2012,2016,,,,,
13,8-98104-560-6,SIDE PANEL 4WD LH,Isuzu,D-MAX,8-98104-560-6,1,7.924297915,11.5625938,0.314096264,2012,2016,,,,,
14,8-98104-561-6,SIDE PANLE 4WD RH,Isuzu,D-MAX,8-98104-561-6,1,8.766986613,10.47276138,0.351836795,2012,2016,,,,,
15,IZTB053 NA,REAR TAIL BODY SINGLE CAB,Isuzu,D-MAX,NA2D-FOI17-O5,1,94.73022604,127.2875616,1.920471635,2012,2016,,,,,
16,IZH055 NA,HOOD,Isuzu,D-MAX,8-98193-817-0,1,19.25236232,18.14593265,0.173108954,2012,2016,,,,,
17,8-98193-817-0,HOOD 2WD / 4WD,Isuzu,D-MAX,8-98193-817-0,1,10.21529257,14.71428106,0.317996646,2012,2016,,,,,
18,8-98074-100-1,INSULATOR HOOD,Isuzu,D-MAX,8-98074-100-1,1,0.54530493,2.210584535,0.046750392,2012,2016,,,,,
1,8-98160-817-0,PANEL DOOR FRAME LH SINGLE CAB,Isuzu,D-MAX,8-98160-817-0,1,34.3387153,31.16906987,0.742283715,2012,2016,,,,,
,8-98160-830-0,PANEL DOOR FRAME RH SINGLE CAB,Isuzu,D-MAX,8-98160-830-0,1,3.142182107,3.707965252,0.36475325,2012,2016,,,,,
2,8-98103-246-2,PANEL DOOR FRAME LH EXTENDED CAB,Isuzu,D-MAX,8-98103-246-2,1,19.51123116,19.72996882,0.079460358,2012,2016,,,,,
,8-98103-240-2,PANEL DOOR FRAME RH EXTENDED CAB,Isuzu,D-MAX,8-98103-240-2/8-98103-243-2,1,20.89318545,21.09718452,1.10002867,2012,2016,,,,,
3,8-98160-819-0,PANEL DOOR FRAME LH 4DRS. 4X2,Isuzu,D-MAX,8-98160-819-0,1,50.50551389,42.4928317,1.625412247,2012,2016,,,,,
,8-98160-831-0,PANEL DOOR FRAME RH 4DRS. 4X2,Isuzu,D-MAX,8-98160-831-0,1,17.82666634,51.15347773,1.496707084,2012,2016,,,,,
4,8-98160-824-0,PANEL DOOR FRAME LH 4DRS. 4X4,Isuzu,D-MAX,8-98160-824-0,1,42.0521266,43.58650442,1.49570686,2012,2016,,,,,
,8-98160-832-0,PANEL DOOR FRAME RH 4DR. 4X4,Isuzu,D-MAX,8-98160-832-0,1,19.38314671,19.14900071,1.207585449,2012,2016,,,,,
5,8-98104-071-1,INNER PASSENGER PILLAR,Isuzu,ALL NEW D-MAX,8-98104-071-1,1,1.173035998,2.308560878,0.058784241,2012,2016,,,,,
6,8-98104-094-1,EXTENSION,Isuzu,ALL NEW D-MAX,8-98104-094-1,1,3.932751095,4.49248827,0.033738252,2012,2016,,,,,
7,8-98104-786-5,PASSENGER PILLAR,Isuzu,ALL NEW D-MAX,8-98104-786-5,1,2.029111069,2.700172006,0.060206897,2012,2016,,,,,
,8-98104-787-5,PASSENGER PILLAR,Isuzu,ALL NEW D-MAX,8-98104-787-5,1,3.126823537,3.189868234,0.050108281,2012,2016,,,,,
8,8-98161-087-4,INNER PASSENGER PILLAR,Isuzu,ALL NEW D-MAX,8-98161-087-4,1,8.507881848,7.918779095,0.388886107,2012,2016,,,,,
,8-98161-090-4,INNER PASSENGER PILLAR,Isuzu,ALL NEW D-MAX,8-98161-090-4,1,7.955093051,8.14247061,0.324943688,2012,2016,,,,,
9,IZHG053 LA,HOOD LEDGE LH,Isuzu,ALL NEW D-MAX,8-98103-211-1,1,4.883829681,5.549318435,0.040550185,2012,2016,,,,,
,IZHG053 RA,HOOD LEDGE RH,Isuzu,ALL NEW D-MAX,8-98103-210-0,1,4.843082849,5.003604016,0.035937464,2012,2016,,,,,
10,IZFF055 SB,FENDER FLARE,Isuzu,D-MAX,0OOX-KJU3C-PZ,1,9.943273754,7.888682085,2.009785446,2012,2016,,,,,
11,ST055 IZ,SIDE STEP SET SINGLE CAB,Isuzu,D-MAX,TESX-8XAB7-97,1,6.718591518,7.853861823,0.054865009,2012,2016,,,,,
12,IZRD053 NA,RADIATOR AUTO 2500 CC 26MM,Isuzu,D-MAX,8-98137-274-4,1,5.184824581,5.187983834,0.085733279,2012,2016,,,,,
13,IZRD053 NM,RADIATOR MANUAL 2500 CC 26MM,Isuzu,D-MAX,8-98137-277-4,1,4.390756883,6.169969992,0.079253428,2012,2016,,,,,
14,IZRD055 NA,RADIATOR AUTO 3000 CC 26MM,Isuzu,D-MAX,8-98137-272-3,1,15.89526836,17.39005828,0.091822982,2012,2016,,,,,
15,IZRD055 NM,RADIATOR MANUAL 3000 CC 26MM,Isuzu,D-MAX,8-98137-273-3,1,16.9965647,15.89350137,0.088951186,2012,2016,,,,,
16,8-98137-272-3,RADIATOR COOLANT AT 4JJ-TCX 3000 CC,Isuzu,D-MAX,8-98137-272-3,1,5.777913446,6.139204967,0.087087543,2012,2016,,,,,
17,8-98103-960-3,ROOF (DOUBLE CAB),Isuzu,ALL NEW D-MAX,8-98103-960-3,1,16.24562152,15.53911851,0.330132684,2012,2016,,,,,
18,8-98103-957-3,ROOF DTF TIS,Isuzu,D-MAX,8-98103-957-3,1,11.23905623,13.38493887,0.314052223,2013,2013,,,,,
1,IZT053 NA,TAIL GATE SIDE OPENER,Isuzu,ALL NEW D-MAX,8-98198-539-0,1,15.14064535,17.19044198,0.083578724,2012,2013,,,,,
2,IZT055 NA,TAIL GATE MIDDLE OPENNER,Isuzu,D-MAX,8-98104-332-0,1,13.08196122,15.9963046,0.072039586,2012,2016,,,,,
3,IZIC053 NA,INTER COOLER 2500/3000 CC,Isuzu,ALL NEW D-MAX,8-98090-627-1/2,12,22.21044469,20.033043,0.204001066,2012,2016,,,,,
4,IZR055 NA,RADIATOR SUPPORT,Isuzu,D-MAX,8-98104-224-4/244-4/253-4,1,7.995866596,8.155592231,0.073700031,2012,2016,,,,,
5,8-98137-274-4,RADIATOR COOLANT AT 4JK-TCX 2500 CC,Isuzu,D-MAX,8-98137-274-4,1,5.240333135,5.191097101,0.077901872,2012,2016,,,,,
6,8-98052-634-2,CONDENSER,Isuzu,D-MAX,8-98052-634-2,1,2.044254597,2.682814761,0.033255557,2012,2016,,,,,
7,8-98139-376-0,EVAPORATOR,Isuzu,D-MAX,8-98139-376-0,1,34.10142638,9.17606405,0.841750912,2012,2016,,,,,
8,8-98073-092-2,BACKLID,Isuzu,D-MAX,8-98073-092-2,1,3.012763058,3.002801396,0.046633722,2012,2016,,,,,
9,8-98103-202-0,RADIATOR SUPPORT,Isuzu,D-MAX,8-98103-202-0,1,7.514259269,10.94959927,0.575454794,2012,2016,,,,,
10,8-98104-244-4,BUSHING,Isuzu,ALL NEW D-MAX,8-98104-244-4,1,1.596909115,1.477551484,0.012750448,2012,2016,,,,,
,8-98104-253-4,BUSHING,Isuzu,ALL NEW D-MAX,8-98104-253-4,1,0.852742983,1.408255929,0.026120336,2012,2016,,,,,
11,8-97356-028-2,OUTLET MANIFOLD,Isuzu,ALL NEW D-MAX,8-97356-028-2,1,0.065359508,0.082447418,0.091924857,2012,2016,,,,,
12,8-98161-051-1,FRAMING UNDER STEEL PANELS,Isuzu,ALL NEW D-MAX,8-98161-051-1,1,2.119417481,8.127789563,0.093333869,2012,2016,,,,,
13,IZBR055 LA,FRONT BUMPER REINFORCEMENT LOWER,Isuzu,D-MAX,8-98165-112-1,1,3.967993198,6.515680034,0.043314566,2012,2016,,,,,
14,IZBR055 UA,FRONT BUMPER REINFORCEMENT UPPER,Isuzu,D-MAX,8-98087-390-1,1,2.964966997,3.814957536,0.030130178,2012,2016,,,,,
15,8-98087-390-1,BUMPER REINFORCEMENT UPPER,Isuzu,ALL NEW D-MAX,8-98087-390-1,1,2.057112758,3.226170395,0.013965515,2012,2016,,,,,
16,8-98165-112-1,BUMPER REINFORCEMENT LOWER,Isuzu,ALL NEW D-MAX,8-98165-112-1,1,4.047990335,5.431576794,0.009708897,2012,2016,,,,,
17,8-98104-224-4,RADIATOR SUPPORT,Isuzu,ALL NEW D-MAX,8-98104-224-4,1,0.95361387,1.491976107,0.011857587,2012,2016,,,,,
18,8-98161-123-0,STEEL PANEL UPPER,Isuzu,ALL NEW D-MAX,8-98161-123-0,1,1.035099381,1.553531144,0.031447122,2012,2016,,,,,
1,8-98165-114-1,DOOR MOULDING,Isuzu,D-MAX,8-98165-114-1,1,0.205497574,0.283410101,0.208095968,2012,2016,,,,,
2,IZHM055 NA,HOOD MOULDING BK,Isuzu,D-MAX,8-98181-163-2,10,2.704545046,4.01876985,0.023430074,2012,2016,,,,,
3,IZHM055 NC,HOOD MOULDING CP,Isuzu,D-MAX,8-98181-164-2,10,2.898273769,4.412900203,0.021627634,2012,2016,,,,,
4,8-98269566-0,HOOD MOULDING BK,Isuzu,D-MAX,8-98269-566-0/8-98269566-0,1,0.448425683,0.492811565,0.004277804,2012,2013,,,,,
5,8-98099-823-1,FRONT BUMPER PANEL LOWER 2WD,Isuzu,D-MAX,8-98099-823-1,1,0.38724474,0.794646666,0.029694507,2012,2016,,,,,
,8-98099-823-1,FRONT BUMPER PANEL LOWER 2WD,Isuzu,D-MAX,8-98099-823-1,1,0.341058622,0.801825733,0.026808523,2012,2016,,,,,
6,8-98101-950-0,EXTENSION FRONT BUMPER LOWER RH 4WD,Isuzu,D-MAX,8-98101-950-0,1,1.0350081,0.882287194,0.011410356,2012,2016,,,,,
,8-98101-951-0,EXTENSION FRONT BUMPER LOWER LH 4WD,Isuzu,D-MAX,8-98101-951-0,1,1.023896956,1.1096154,0.009751079,2012,2016,,,,,
7,IZAH055 NA,AIR FILTER CONTAINER ENGINE CODE : 4JJ,Isuzu,ALL NEW D-MAX,8-98104-505-4,1,1.468179049,1.703709839,0.038133386,2012,2016,,,,,
8,8-98103-916-4,AIR FILTER CONTAINER ENGINE CODE : 4JK,Isuzu,ALL NEW D-MAX,8-98103-916-4,1,1.964912958,2.999360429,0.051042184,2012,2013,,,,,
9,8-98104-505-5,A/CLEANER HOUSING,Isuzu,D-MAX,8-98104-505-5,1,3.595135467,3.679085045,0.051551128,2012,2016,,,,,
10,8-98176-472-0,OUTSIDE HANDLE,Isuzu,D-MAX,8-98176-472-0,1,0.246899959,0.291238612,0.003416657,2012,2016,,,,,
11,8-98140-264-0,AIR CLEANER COVER UPP,Isuzu,D-MAX,8-98140-264-0,1,1.067106779,1.125369719,1.324988831,2013,2013,,,,,
12,8-98176-473-0,OUTSIDE HANDLE,Isuzu,D-MAX,8-98176-473-0,1,0.185720563,0.262232105,0.003466131,2012,2016,,,,,
13,8-98077-279-0,FRONT MUD GURAD LH OEM,Isuzu,D-MAX,8-98077-279-0,1,0.23019677,0.492348185,0.849769145,2012,2016,,,,,
,8-98077-276-0,FRONT MUD GURAD RH OEM,Isuzu,D-MAX,8-98077-276-0,1,0.196313684,0.423239784,0.007497369,2012,2016,,,,,
14,IZWW053 NA,WINDSCREEN WASHER TANK W/O MOTOROEM,Isuzu,D-MAX,8-98057-455-0,1,1.260181386,1.169072687,3.300030116,2012,2016,,,,,
15,IZTR053 NA,TANK RESERVE,Isuzu,D-MAX,8-98095-701-2,1,0.338737433,0.296049769,0.00998386,2012,2016,,,,,
16,8-98163-230-0,BRAKE MASTER CYL OEM,Isuzu,D-MAX,8-98163-230-0,1,0.575319544,0.820130181,0.007840416,2012,2016,,,,,
1,8-98189-873-0,FAN GUARD,Isuzu,D-MAX,8-98189-874-0,1,0.909662617,1.630173326,0.067816678,2012,2016,,,,,
2,8-98189-874-0,RADIATOR FAN SHROULD UPPER,Isuzu,D-MAX,8-98189-874-0,1,0.915551725,1.350967621,0.086301964,2012,2013,,,,,
3,8-98189-876-0,RADIATOR FAN SHROUD,Isuzu,ALL NEW D-MAX,8-98189-876-0,1,1.509566428,2.206612385,0.043349537,2012,2013,,,,,
4,8-97318-963-1,FAN BLADE IZ,Isuzu,D-MAX,8-97318-963-1,1,2.006674403,2.068226799,0.026955041,2012,2016,,,,,
5,8-98162-703-0,ENGINE FAN BLADE,Isuzu,D-MAX,8-98162-703-0,1,0.969314119,1.250800851,0.016575793,2012,2016,,,,,
6,8-98074-257-4,BPR BRKT FLH SIDE,Isuzu,D-MAX,8-98074-257-4,1,0.149018273,0.153831811,0.001838997,2013,2013,,,,,
,8-98074-256-4,BPR BRKT FRH SIDE,Isuzu,D-MAX,8-98074-256-4,1,0.130968881,0.176100328,0.00172128,2013,2013,,,,,
1,IZB057 NA,FRONT BUMPER 2DR - 4x2 - 4x4 WITH HOLE,Isuzu,D-MAX,8-98330-147-0,1,4.525447904,4.332955084,0.055282984,2015,2016,,,,,
2,IZB057 NB,FRONT BUMPER 2DR - 4x2 - 4x4 W/O HOLE,Isuzu,D-MAX,8-98343-329-0,1,4.580913112,5.151090389,0.066724496,2015,2016,,,,,
3,IZB059 NA,FRONT BUMPER 4DR - 4x4 / 2DR - 4x2,Isuzu,D-MAX,8-98330-328-0,1,4.274255099,4.705155472,0.057299605,2015,2017,,,,,
4,IZG057 SA,GRILLE CP/BK,Isuzu,D-MAX,8-98284-524-2(B),5,7.761863214,8.679670217,0.144404566,2015,2017,,,,,
5,IZG057 SB,GRILLE BK,Isuzu,D-MAX,8-98284-524-2(B)/,1,1.55027605,1.480286071,0.069004141,2015,2016,,,,,
6,IZG057 SP,GRILLE INNER BASE,Isuzu,D-MAX,8-98284-523-1,10,4.602327069,5.592852929,0.090670117,2015,2017,,,,,
7,IZG059 SA,GRILLE BASE BK / UPPER / LOWER CP,Isuzu,D-MAX,8-97493-252-0(B)/,1,1.732541413,1.669895599,0.047199632,2018,2019,,,,,
8,IZG059 SB,GRILLE BASE BK / UPPER / LOWER BK,Isuzu,D-MAX,8-97493-252-0(B),1,1.835772829,1.763143406,0.045330649,2018,2019,,,,,
9,8-98101-321-5,SIDE STEPS LH,Isuzu,D-MAX,8-98101-321-5,1,5.484964851,9.485762022,0.149110029,2017,2017,,,,,
,8-98101-322-5,SIDE STEPS RH,Isuzu,D-MAX,8-98101-322-5,1,4.992720305,8.338987792,0.148428874,2017,2017,,,,,
10,IZHL057 LA,HEAD LAMP MANUAL LH,Isuzu,D-MAX,8-98276-305-0,1,2.568228275,3.271186095,0.050999478,2016,2016,,,,,
,IZHL057 RA,HEAD LAMP MANUAL RH,Isuzu,D-MAX,8-98276-306-0,1,2.340300034,3.384221994,0.044230089,2016,2016,,,,,
11,IZHL057 LB,HEAD LAMP PROJECTOR LH,Isuzu,D-MAX,8-98364-691-0,4,37.72264111,49.34225499,0.434711855,2016,2016,,,,,
,IZHL057 RB,HEAD LAMP PROJECTOR RH,Isuzu,D-MAX,8-98364-690-0,4,40.76657024,56.82319491,0.239217296,2016,2016,,,,,
12,IZHL059 LA,HEAD LAMP LED LH,Isuzu,D-MAX,8-98481-748-0,4,40.40883038,44.92860303,0.216797959,2018,2018,,,,,
,IZHL059 RA,HEAD LAMP LED RH,Isuzu,D-MAX,8-98481-747-0,4,40.81678853,54.23234031,0.245516205,2018,2018,,,,,
13,IZFL057 SA,FOG LAMP W/WIRE AND COVER SETS,Isuzu,D-MAX 2 DOOR,5KM7-5XI0L-8W,1,12.00472615,29.39205094,0.94468913,2015,2017,,,,,
14,IZFL059 SA,FOG LAMP W/WIRE AND COVER SETS,Isuzu,D-MAX 4 DOOR,Q9N0-RIQAG-D2,8,11.74020172,12.15891015,0.12828279,2016,2016,,,,,
15,IZL057 LA,TAIL LAMP LED RED BASE LH,Isuzu,D-MAX,8-98222-282-2,1,1.287587426,1.330932289,0.013439793,2016,2016,,,,,
,IZL057 RA,TAIL LAMP LED RED BASE RH,Isuzu,D-MAX,8-98222-281-2,1,1.239589282,1.451624217,0.017910484,2016,2016,,,,,
1,IZL057 LB,TAIL LAMP LED BLACK BASE LH,Isuzu,D-MAX,8-98233-093-2,1,1.281505733,1.323231491,0.016082285,2016,2016,,,,,
,IZL057 RB,TAIL LAMP LED BLACK BASE RH,Isuzu,D-MAX,8-98233-092-2,1,1.034240223,1.330045134,0.01402019,2016,2016,,,,,
2,IZH057 NA,HOOD,Isuzu,D-MAX,8-98272-738-2,1,16.64913055,17.06180221,0.167814275,2016,2016,,,,,
3,IZT057 NA,TAIL GATE MIDDLE OPENER W/CAMERA HOLE,Isuzu,D-MAX,8-98272-985-2,1,10.0347655,10.64260552,0.284954024,2016,2016,,,,,
4,8-98291-531-0,EVAPORATOR,Isuzu,D-MAX BLUE POWER,8-98291-531-0,1,1.046130199,1.804461014,0.035276227,2015,2017,,,,,
5,8-98090-627-4,INTERCOOLER,Isuzu,D-MAX,8-98090-627-4,1,13.70360885,15.38197154,0.044451506,2016,2016,,,,,
6,8-98194-004-3,INTERCOOLER DTF'2016(BLUE POWER) TIS,Isuzu,D-MAX,8-98194-004-3,1,2.379990527,4.307901211,0.042760477,2016,2016,,,,,
7,8-98074-258-5,RH FRT BUMP RETAINER,Isuzu,D-MAX,8-98074-258-5,1,0.16171145,0.149370784,0.001845525,2015,2015,,,,,
,8-98074-259-5,LH FRT BUMP RETAINER,Isuzu,D-MAX,8-98074-259-5,1,0.147422599,0.14991348,0.001859713,2015,2015,,,,,
8,8-98226-794-0,FOG LAMP RH (G) ASSY,Isuzu,D-MAX,8-98226-794-0,1,0.211737259,0.280330017,0.002747762,2016,2016,,,,,
1,CVG059 NA,GRILLE MAT BK,Isuzu,LUV,JPBY-78BDT-FO,5,8.152251312,11.54881492,0.185777905,2017,2019,,,,,
1,IZB061 NA,FRONT BUMPER BK 1 BIG FOG LAMP SINGLE CAB,Isuzu,D-MAX SPARK,8-97550-933-3,1,2.984885637,3.745525455,0.063589212,2019,2020,,,,,
2,IZG061U NA,GRILLE UPPER BKG/ CP MOULDING SPARK / V CROSS SETS 2 PCS,Isuzu,D-MAX SPARK & 4 & 2 DOOR,8-97551-293-2,1,4.742623694,18.85447564,0.163471584,2019,2021,,,,,
3,IZG061U NB,GRILLE UPPER MAT BK/ MAT BK MOULDING SPARK 2 PCS SET,Isuzu,D-MAX SPARK,8-97551-293-2,1,1.240521459,10.90654183,0.174908964,2019,2021,,,,,
4,IZG061L NA,GRILLE LOWER BKG/CP MOULDING SPARK 2 PCS SET,Isuzu,D-MAX SPARK & 4 & 2 DOOR,8-97551-246-2,1,7.196721443,20.04350112,0.178276153,2019,2021,,,,,
5,IZG061L NB,GRILLE LOWER MAT BK/ MAT BK MOULDING SPARK 2 PCS SET,Isuzu,D-MAX SPARK,8-97551-246-2,1,0.349137249,2.309025666,0.167242221,2019,2021,,,,,
6,IZG061 SA,GRILLE UPPER-LOWER BKG/CP MOULDING SPARK 4 PCS SET,Isuzu,"&
4 & 2 DOOR",08W5-SIPOD-AU,1,0.824334785,2.813070922,0.113502354,2019,2021,,,,,
7,IZG061 SB,GRILLE UPPER-LOWER MAT BK/MAT BK MOULDING SPARK 4 PCS SET,Isuzu,D-MAX SPARK,OVRA-60O05-G0,1,1.017884938,2.694406567,0.125920858,2019,2021,,,,,
8,IZGM061 UA,GRILLE UPPER MOULDING ALL CP,Isuzu,"D-MAX 4 & 2 DOOR &
V-CROSS 4X4 & HI-
LAND",8-97551-290-0,5,1.058778395,2.694778968,0.091277201,2019,2020,,,,,
9,IZGM061 LA,GRILLE LOWER MOULDING ALL CP,Isuzu,"D-MAX 4 & 2 DOOR &
V-CROSS 4X4 & HI-
LAND",897551242-0,1,6.483610265,12.13275822,0.279061286,2019,2020,,,,,
10,IZGM061 UB,GRILLE UPPER MOULDING MAT BK,Isuzu,D-MAX SPARK,8-97551290-0,5,1.049821353,2.466669849,0.115053724,2019,2020,,,,,
11,IZGM061 LB,GRILLE LOWER MOULDING MAT BK,Isuzu,D-MAX SPARK,897551242-0,5,1.769584099,2.977899511,0.103089943,2019,2020,,,,,
12,IZG061 LA,GRILLE INNER LOWER BASE BKG SPARK,Isuzu,D-MAX 4 & 2 DOOR,8-97551-246-2,5,5.031595015,6.927002335,0.137671484,2019,2021,,,,,
13,IZL061 LA,TAIL LAMP LH,Isuzu,D-MAX,8-97488-284-0,10,12.37261243,14.82732478,0.193720078,2019,2019,,,,,
,IZL061 RA,TAIL LAMP RH,Isuzu,D-MAX,8-97488-283-0,10,13.99891481,13.6035548,0.194115035,2019,2019,,,,,
14,IZIF061 RA,FRONT INNER FENDER RH SMALL SPARK,Isuzu,D-MAX SPARK,8-98356-207-2,20,7.479025003,7.930854782,0.050911991,2019,2020,,,,,
,IZIF061 LA,FRONT INNER FENDER LH SMALL SPARK,Isuzu,D-MAX SPARK,8-98356-209-2,20,7.673745127,8.605436249,0.047684538,2019,2020,,,,,
1,IZB063 NA,FRONT BUMPER BK 2 SMALL FOG LAMP,Isuzu,D-MAX V-CROSS,97550-937-2,1,3.447929187,3.480293879,0.06165909,2019,2019,,,,,
5,IZB063 NB,FRONT BUMPER BK 2 SMALL FOG LAMP,Isuzu,D-MAX,97550-939-2,1,4.936050763,4.390084542,0.061466907,2019,2019,,,,,
3,IZG061U NA,GRILLE UPPER BKG/ CP MOULDING SPARK /,Isuzu,"D-MAX SPARK
& 4 & 2 DOOR",97551-293-2,1,6.839830422,4.576651172,0.165872516,2019,2019,,,,,
4,IZG061L NA,GRILLE LOWER BKG/CP MOULDING SPARK 2 PCS SET,Isuzu,D-MAX SPARK & 4 & 2 DOOR,97551246-2,1,11.50571052,5.978289986,0.185279912,2019,2019,,,,,
5,IZG061 SA,GRILLE UPPER-LOWER BKG/CP MOULDING,Isuzu,"D-MAX SPARK & 4
& 2 DOOR",YHCC-Z1VYV-DR,1,0.802537914,2.409797863,0.112363999,2019,2019,,,,,
6,IZGM061 UA,GRILLE UPPER MOULDING ALL CP,Isuzu,"D-MAX 4 & 2 DOOR &
V-CROSS 4X4
& HI-LAND",97551-290-0,5,1.160219184,2.423652255,0.105938203,2019,2019,,,,,
7,IZGM061 LA,GRILLE LOWER MOULDING ALL CP,Isuzu,"D-MAX 4 & 2 DOOR &
V-CROSS 4X4
& HI-LAND",97551-242-0,1,10.94703041,18.94705839,0.076953261,2019,2019,,,,,
8,IZG063 LA,GRILLE INNER LOWER BASE BKG V CROSS 4 DOOR,Isuzu,"CROSS 4X4
& HI-LANDER",97551-271-2,1,1.04148471,0.891447464,0.035590176,2019,2019,,,,,
9,IZIF063 RA,FRONT INNER FENDER RH BIG V- CROSS,Isuzu,D-MAX V-CROSS,98356-210-1,20,9.515536961,8.630639204,0.05121598,2019,2019,,,,,
,IZIF063 LA,FRONT INNER FENDER LH BIG V-CROSS,Isuzu,D-MAX V-CROSS,98356-212-1,20,9.191701832,10.28033969,0.050096225,2019,2019,,,,,
10,ST061 IZ A,SIDE STEP L/R SETS BK EXTRA CAB/1.83M,Isuzu,D-MAX/ BT50,HBVJ-V6AO1-GB,1,7.79360314,9.842013353,0.084952112,2020,2020,,,,,
11,ST061 IZ B,SIDE STEP L/R SETS BK 4 DOOR/2.15M,Isuzu,D-MAX/ BT50,GYSA-J9CEJ-P8,1,7.738277394,8.766959647,0.092059452,2020,2020,,,,,
12,ST063 IZ A,SIDE STEP L/R SETS 2 TONE EXTRA CAB/1.83M,Isuzu,D-MAX/ BT50,WGVR-0CPSE-UT,1,7.505669034,9.73684412,0.072709758,2020,2020,,,,,
13,ST063 IZ B,SIDE STEP L/R SETS 2 TONE 4 DOOR/2.15M,Isuzu,D-MAX/ BT50,SN91-6L28I-Q8,1,7.572030198,8.94229555,0.082384622,2020,2020,,,,,
14,IZIB063 NA,REAR BUMPER BK W/BRACKET SETS,Isuzu,D-MAX,A-222BK,1,14.41973007,13.65956706,0.081106514,2020,2020,,,,,
15,IZIB063 NB,REAR BUMPER CP W/BRACKET SETS,Isuzu,D-MAX,A-222,1,13.14338524,13.63032743,0.071906103,2020,2020,,,,,
1,IZH063 NA,HOOD,Isuzu,D-MAX,8-98386-208-4,1,26.79000581,28.98451578,0.068514994,2019,2023,,,,,
2,IZF061 LA,FEDNER 2WD W/O SIDE LAMP HOLE LH,Isuzu,D-MAX,8-97549-748-1,1,9.791626889,10.28852552,0.067840029,2019,2023,,,,,
,IZF061 RA,FENDER 2WD W/O SIDE LAMP HOLE RH,Isuzu,D-MAX,8-97549-747-1,1,10.80002919,11.29416336,0.066153753,2019,2023,,,,,
3,IZF061 LB,FENDER 2WD W/SIDE LAMP HOLE LH,Isuzu,D-MAX,9V1Z-8EW7X-0D,1,9.296550547,11.59475895,0.051798182,2019,2023,,,,,
,IZF061 RB,FENDER 2WD W/SIDE LAMP HOLE RH,Isuzu,D-MAX,RHS2-9TED4-SS,1,10.28928352,11.49015573,0.059050614,2019,2023,,,,,
4,IZF063 LA,FENDER 4WD LH,Isuzu,D-MAX,8-97549-742-0,1,10.1904286,11.08245721,0.056018143,2019,2023,,,,,
,IZF063 RA,FENDER 4WD RH,Isuzu,D-MAX,8-97549-741-1,1,10.58240998,11.02605872,0.063469784,2019,2023,,,,,
5,IZFD063 F LA,FRONT DOOR DOUBLE CAB LH,Isuzu,D-MAX,8-98398-751-8,1,15.46551785,17.17221035,0.100386082,2019,2023,,,,,
,IZFD063 F RA,FRONT DOOR DOUBLE CAB RH,Isuzu,D-MAX,8-98398-750-8,1,15.48945383,15.49458251,0.08413279,2019,2023,,,,,
6,IZFD063 R LA,REAR DOOR DOUBLE CAB LH,Isuzu,D-MAX,8-97492-142-7,1,15.16830521,14.1196301,0.085903726,2019,2023,,,,,
,IZFD063 R RA,REAR DOOR DOUBLE CAB RH,Isuzu,D-MAX,8-97492-141-7,1,17.21267915,18.48466235,0.094316636,2019,2023,,,,,
7,8-98386-414-2,TAIL GATE MIDDLE OPENER,Isuzu,D-MAX,8-98386-414-2,1,6.890958907,8.570774205,0.109326335,2019,2019,,,,,
