,FDL015 RA,TAIL LAMP RH SEDAN,FIESTA,'09-'10,8A69-13404-A,1,,,,
14,FDRL015 LA,REFLECTOR TAIL LAMP LH CLEAR/CLEAR SEDAN (TH),FIESTA,'09-'10,8A69-13A603-A,6,5.00,6.00,0.0300,
,FDRL015 RA,REFLECTOR TAIL LAMP RH CLEAR/RED SEDAN (TH),FIESTA,'09-'10,8A69-13A602-A,1,,,,
15,FDRL015 LB,REFLECTOR TAIL LAMP LH CLEAR/RED,FIESTA,'09-'10,,1,,,,
,FDRL015 RB,REFLECTOR TAIL LAMP RH CLEAR/CLEAR,FIESTA,'09-'10,,1,,,,
NO,CODE,DESCRIPTION,MODEL,YEAR,OEM,PCS,NW,GW,M3,PART LINK
1,FDMR015 LA,DOOR MIRROR LH,FIESTA,'09-'10,8A61-17683-,20,2.80,29.20,,
,FDMR015 RA,DOOR MIRROR RH,FIESTA,'09-'10,8A61-17682-,20,2.80,29.20,,
2,FDR015 NA,RADIATOR SUPPORT,FIESTA,'09-'10,DG80-53110,1,4.12,4.12,0.0700,
3,FDRF013 NA,RADIATOR FANSHROUD+MOTOR,FIESTA,'09-'10,ZJ36-15025,1,0.80,0.83,0.0247,
4,EFB013 FD,FAN BLADE,FIESTA,'09-'10,8A61-8C607-KAN,1,,,,
5,FDP015 CA,F. BUMPER LOWER PANEL,FIESTA,'09-'10,8A61-17B769,10,0.46,0.46,0.0068,
6,FDP015 NA,F. BUMPER PROTECTOR,FIESTA,'09'10,8A61-8B384,10,10.00,10.00,0.2862,
7,FDP016 CA,R. BUMPER ABSORBER,FIESTA,'09-'10,DK49-50-YJ4,1,,,,
8,FDBR015 NA,FRONT BUMPER REINFORCEMENT,FIESTA,'09-'11,DG80-50-070C,1,4.00,5.00,0.0300,
9,FDBR016 NA,R. BUMPER REINFORCEMENT,FIESTA,'09-'10,8A69-17B861,1,4.00,4.00,0.0300,
10,FDIF013 LA,INNER FENDER LH,FIESTA,'09-'10,8A69-16115-A,10,11.82,11.82,0.0400,
,FDIF013 RA,INNER FENDER RH,FIESTA,'09-'10,8A69-16114-A,10,11.82,11.82,0.0400,
11,FDBS016 LA,REAR BUMPER BRACKET LH (BIG) 4DR.,FIESTA,2009,8A69-17B882-A,20,2.40,2.40,0.0292,
,FDBS016 RA,REAR BUMPER BRACKET RH (BIG) 4DR.,FIESTA,2009,8A69-17B881-A,20,2.40,2.40,0.0292,
12,FDBS016 LB,R. BUMPER SUPPORT LH SMALL,FIESTA,'09-'10,8A69-17B882-B,,,,,
,FDBS016 RB,R. BUMPER SUPPORT RH SMALL,FIESTA,'09-'10,8A69-17B881-B,,,,,
13,FDBS016 LM,REAR BUMPER BRACKET LH (SMALL) 4DR.,FIESTA,2009,8A69-17A882-B,20,2.40,2.40,0.0292,
,FDBS016 RM,REAR BUMPER BRACKET RH (SMALL) 4DR.,FIESTA,2009,8A69-17A881-B,20,2.40,2.40,0.0292,
14,FDEC013 NA,ENGING COVER,FIESTA,'09-'10,18-880A,1,,,,
15,FDAH013 NA,AIR HOUSE CLEANING,FIESTA,'09-'10,ZJ36-13Z-02A,1,,,,
16,FDAH013 SP,AIR FILTER INTAKE,FIESTA,'09-'10,ZJ38-132-00B,1,,,,
17,FDWT013 NA,CLEANING WATER TANK,FIESTA,'09-'10,8A61-17618,1,0.65,0.65,0.2538,
18,FDTR013 NA,COOLING WATER TANK,FIESTA,'09-'10,ZL36-15350,1,0.18,0.18,0.2109,
5 HEAD LAMP ASSY 6 TAIL LAMP 3 & 5 DOOR 7 REFLECTOR BUMPER WITH FOG LAMP,
,CLEAR/RED 3 & 5 DOOR
NO,CODE,DESCRIPTION,MODEL,YEAR,OEM,PCS,NW,GW,M3,PART LINK
1,FDB015 NA,FRONT BUMPER ROUND FOG LAMP TYPE,FIESTA,'09-'10,,1,4.00,4.50,0.0500,
2,FDB014 NA,REAR BUMPER BK,FIESTA,'09-'10,8A61-17906BGXWAA,1,2.60,2.93,0.0600,
3,FDP014 NA,REAR BUMPER LOWER SPORT,FIESTA,'09-'10,8A61-17D781-AB5ZT,1,1.50,1.50,0.0200,
4,FDP014 NB,REAR BUMPER LOWER,FIESTA,'09-'10,8A69-17D881-,1,1.00,1.00,0.0200,
5,DN28-51-040G,HEAD LAMP ASSY LH,FIESTA (B299),'11,DN28-51-040G,1,2.28,4.28,0.0852,
,DN28-51-030J,HEADLAMP ASSY RH,FIESTA (B299),'11,DN28-51-030J,1,2.28,4.28,0.0852,
6,FDL013 LA,TAIL LAMP LH 3 & 5 DOOR,FIESTA,'09-'10,8A61-13405-A,2,6.00,8.00,0.2000,
,FDL013 RA,TAIL LAMP RH 3 & 5 DOOR,FIESTA,'09-'10,8A61-13404-A,2,6.00,8.00,0.2000,
7,FDRL013 LA,"REFLECTOR BUMPER WITH FOG LAMP
LH CLEAR/RED 3 & 5 DOOR",FIESTA,'09-'10,8A69-13A603-A,1,,,,
,FDRL013 RA,"REFLECTOR BUMPER RH CLEAR/RED
3 & 5 DOOR",FIESTA,'09-'10,8A69-13A602-A,6,5.00,6.00,0.0300,
8,FDBL013 NA,STOP LAMP,FIESTA,'09-'10,8A61-13A613-AA,1,,,,
9,FDP014 SP A,REAR BUMPER COVER,FIESTA,09-10,8A69-17K-922,1,,,,
10,FDP014 SP B,REAR BUMPER COVER SPORT,FIESTA,09-10,8A61-17K-922,1,,,,
11,FDBP013 NA,BACK SPOILER,FIESTA,'09-'10,8A69-44210,1,,,,
12,FDLP014 NA,REAR LICENSE PLATE,FIESTA,09-10,,1,,,,
NO,CODE,DESCRIPTION,MODEL,YEAR,OEM,PCS,NW,GW,M3,PART LINK
1,FDBR015 NA,FRONT BUMPER REINFORCEMENT,FIESTA,'09-'11,DG80-50-070C,1,4.00,5.00,0.0300,
2,FDBR014 CA,REAR BUMPER REINFORCEMENT,FIESTA,'09-'10,8A61-17B881,1,0.32,0.32,0.0059,
3,FDBS014 LB,REAR BUMPER BRACKET 5 DOOR LH,FIESTA,'09,8A61-17A882-AD,10,2.40,2.40,0.1462,
,FDBS014 RB,REAR BUMPER BRACKET 5 DOOR RH,FIESTA,'09,8A61-17A881-AD,1,,,,
4,FDBS014 LA,REAR BUMPER SUPPORT 4 DOOR LH,FIESTA,'09,8A69-17B882-A,1,,,,
,FDBS014 RA,REAR BUMPER SUPPORT 4 DOOR RH,FIESTA,'09,8A69-17B881-A,10,2.40,2.40,0.1462,
5,EFB013 FD,FAN BLADE,FIESTA,'09-'10,8A61-8C607-KAN,1,,,,
4 REAR BUMPER LOWER 5 TAIL LAMP 3 & 5 DOOR 6 REFLECTOR BUMPER WITH FOG LAMP,
,CLEAR/RED 3 & 5 DOOR
NO,CODE,DESCRIPTION,MODEL,YEAR,OEM,PCS,NW,GW,M3,PART LINK
1,FDB013 NA,FRONT BUMPER W/O FOG LAMP TYPE,FIESTA,'09-'10,8A61-17757ACXWAA,1,3.02,3.35,0.0600,
2,FDB014 NA,REAR BUMPER BK,FIESTA,'09-'10,8A61-17906BGXWAA,1,2.60,2.93,0.0600,
3,FDP014 NA,REAR BUMPER LOWER SPORT,FIESTA,'09-'10,8A61-17D781-AB5ZT,1,1.50,1.50,0.0200,
4,FDP014 NB,REAR BUMPER LOWER,FIESTA,'09-'10,8A69-17D881-,1,1.00,1.00,0.0200,
5,FDL013 LA,TAIL LAMP LH 3 & 5 DOOR,FIESTA,'09-'10,8A61-13405-A,2,6.00,8.00,0.2000,
,FDL013 RA,TAIL LAMP RH 3 & 5 DOOR,FIESTA,'09-'10,8A61-13404-A,2,6.00,8.00,0.2000,
6,FDRL013 LA,"REFLECTOR BUMPER WITH FOG LAMP
LH CLEAR/RED 3 & 5 DOOR",FIESTA,'09-'10,8A69-13A603-A,1,,,,
,FDRL013 RA,"REFLECTOR BUMPER RH CLEAR/RED
3 & 5 DOOR",FIESTA,'09-'10,8A69-13A602-A,6,5.00,6.00,0.0300,
7,FDBL013 NA,STOP LAMP,FIESTA,'09-'10,8A61-13A613-AA,1,,,,
8,FDBR013 NA,FRONT BUMPER REINFORCEMENT,FIESTA,'09-'10,,1,5.00,5.00,0.0500,
9,FDBR014 CA,REAR BUMPER REINFORCEMENT,FIESTA,'09-'10,8A61-17B881,1,0.32,0.32,0.0059,
10,FDBP013 NA,BACK SPOILER,FIESTA,'09-'10,8A69-44210,1,,,,
11,FDLP014 NA,REAR LICENSE PLATE,FIESTA,09-10,,1,,,,
12,FDP014 SP,REAR COVER PART,FIESTA 5 DOOR,'09-'10,FDP014 SP,1,,,,
13,FDBS014 LA,R. BUMPER BRACKET LH,FIESTA,09-10,8A69-17A862-B,1,,,,
,FDBS014 RA,R. BUMPER BRACKER RH,FIESTA,09-10,8A61-17A881,10,2.40,2.40,0.1462,
14,FDBS014 LA,R. BUMPER BRACKET LH,FIESTA,09-10,8A61-17A882,1,,,,
,FDBS014 RA,R. BUMPER BRACKER RH,FIESTA,09-10,8A61-17A881,10,2.40,2.40,0.1462,
NO,CODE,DESCRIPTION,MODEL,YEAR,OEM,PCS,NW,GW,M3,PART LINK
1,FDB017 NA,FRONT BUMPER,FIESTA,'13-'14,D2BZ-17-757AB,1,,,0.0500,
2,FDG017 NA,GRILLE BK/CP,FIESTA,'13-'14,C1BB-17968-AA,10,0.87,0.87,0.2349,
3,D5BB-17-K945BA5UAW,BUMPER FINISHER,FIESTA,'13-'14,D5BB-17-K945BA5UAW,1,1.00,1.50,0.0140,
4,FDBF017 NA,BUMPER FINISHER,FIESTA,'13-'14,D5BB-17-K945B,1,0.53,0.53,0.0071,
5,FDP017 CA,FRONT BUMPER LOWER,FIESTA,'13-'14,C1BB-17B769-AA,1,0.47,0.47,0.0068,
6,D5BB-17-906FAXUAA,REAR BUMPER,FIESTA,'13-'14,D5BB-17-906FAXUAA,1,4.00,4.50,0.7733,
7,FDHL017 LA,HEAD LAMP LH,FIESTA,'13-'14,D5BB-13W030-E,,,,,
,FDHL017 RA,HEAD LAMP RH,FIESTA,'13-'14,D5BB-13W029-A,,,,,
8,FDFC017 LA,FOG LAMP COVER W/O HOLE LH,FIESTA,'13-'14,D5BB-15A222-H,20,25.00,25.00,0.4476,
,FDFC017 RA,FOG LAMP COVER W/O HOLE RH,FIESTA,'13-'14,D5BB-15A222-G,20,25.00,25.00,0.4476,
9,FDFC017 LB,FOG LAMP COVER W/HOLE LH,FIESTA,'13-'14,C1BB-15A222-D,20,25.00,25.00,0.4476,
,FDFC017 RB,FOG LAMP COVER W/HOLE RH,FIESTA,'13-'14,C1BB-15A222-C,20,25.00,25.00,0.4476,
10,FDL017 LA,TAIL LAMP HATCHBACK 5 DOOR LH,FIESTA 5 DOOR,'13-'14,D5BB-13405-BB,,,,,
,FDL017 RA,TAIL LAMP HATCHBACK 5 DOOR RH,FIESTA 5 DOOR,'13-'14,D5BB-13404-BB,,,,,
11,DN24-69-12Z,SIDE MIRROR RH,FIESTA,'13,DN24-69-12ZA95/DN246912Z95,1,,,,
,DN24-69-18Z,SIDE MIRROR LH,FIESTA,'13,DN24-69-18Z95/DN246918Z,1,,,,
12,D6BB-17-683BA5YYW,SIDE VIEW MIRROR ASSY LH,FIESTA,'14,D6BB-17-683BA5YYW,1,1.04,1.12,0.0095,
,D6BB-17-682DA5YYW,SIDE MIRROR ASSY RH,FIESTA,'13-'14,D6BB-17-682DA5YYW,1,0.97,1.12,0.0086,
13,DK49-69-1N7CAA,SIDE VIEW MIRROR COVER LH,FIESTA,'14,DK49-69-1N7CAA,1,,,,
14,FDBS017 NA,FRONT BUMPER SUPPORT,FIESTA,'13-'14,C1BB-17H763-AD,20,4.10,4.10,0.2586,
NO,CODE,DESCRIPTION,MODEL,YEAR,OEM,PCS,NW,GW,M3,PART LINK
1,FDP017 NA,FRONT BUMPER PROTECTOR,FIESTA,'13-'14,C1BB-8B384-AB,1,,,,
2,FDF017 LA,FENDER LH,FIESTA,'13-'14,,1,4.00,4.50,0.0700,
,FDF017 RA,FENDER RH,FIESTA,'13-'14,,1,4.00,4.50,0.0700,
3,DN24-59020 C,FRONT DOOR LH,FIESTA,'13-'14,DN24-59020 C,1,8.00,10.00,0.1500,
,DN24-58020 C,FRONT DOOR RH,FIESTA,'13-'14,DN24-58020 C,1,8.00,10.00,0.1500,
4,DN24-73020 B,REAR DOOR LH,FIESTA,'13-'14,DN24-13020 B,1,14.00,16.00,0.2000,
,DN24-72020 B,REAR DOOR RH,FIESTA,'13-'14,DN24-72020 B,1,14.00,16.00,0.2000,
5,FDH017 NA,HOOD,FIESTA,'13-'14,PD6B-BA-16610AB,1,14.00,14.60,0.1200,
6,DN24-62-020A,TAIL GATE SHELL,FIESTA,'13,PAA69A40400AC,1,,,,
7,FDIF013 LA,FENDER LINER LH,FIESTA,'09-'14,8A69-16115-AF,10,11.82,11.82,0.0400,
,FDIF013 RA,FENDER LINER RH,FIESTA,'09-'14,8A69-16114-AF,10,11.82,11.82,0.0400,
8,FDMG017 SA,MUD FLAP 4PCS/SET,FIESTA,'13-'14,,,,,,
9,DK49-50-22102,REAR BUMPER LOWER,FIESTA,'13,CA6Z-17-K835AA,,,,,
NO,CODE,DESCRIPTION,MODEL,YEAR,OEM,PCS,NW,GW,M3,PART LINK
1,FDB020 NA,REAR BUMPER SEDAN/4 DOOR,FIESTA,'13-'16,D5BB-17906-ACXUAA,1,,,0.0500,
2,FDL019 LA,TAIL LAMP LH,FIESTA,'13-'16,D2BZ-13-405B,1,,,,
,FDL019 RA,TAIL LAMP RH,FIESTA,'13-'16,D2BZ-13-404B,1,,,,
3,FDRL019 LA,REFLECTOR TAIL LAMP LH,FIESTA,'13-'16,D2BZ-13-405C,1,,,,
,FDRL019 RA,REFLECTOR TAIL LAMP RH,FIESTA,'13-'16,D2BZ-13-404C,1,,,,
4,DA2D-51-180A,TAIL LAMP ASSY LH,FIESTA,'13-'14,DA2D-51-180A,1,0.75,1.00,0.0400,
5,DK49-50-22102,REAR BUMPER LOWER,FIESTA,'13,CA69-17-D781AA5ZCT,1,,,,
NO,CODE,DESCRIPTION,MODEL,YEAR,OEM,PCS,NW,GW,M3,PART LINK
1,FDB103 NA,FRONT BUMPER,FIGO,'16-'18,1892816,1,4.50,4.94,0.0600,
2,FDB103 NB,FRONT BUMPER W/HOOK HOLE & FINISHER INDIA,FIGO / ASPIRE,'16-'17,1892816(MX),1,3.65,4.23,0.0600,
3,FDB104 NA,REAR BUMPER SEDAN,FIGO,'16-'18,1895234(MX),1,3.92,4.36,0.0600,
4,FDB106 NA,REAR BUMPER H/B,FIGO,'16-'17,1895249(MX),1,3.92,4.36,0.0600,
5,FDG103 NA,GRILLE SETS CP/BK,FIGO,'16-'18,E3B5-17B968-DB(BASE),5,6.74,6.74,0.1244,
6,FDF103 LA,FENDER W/O SIDE LAMP HOLE LH,FIGO,'16,1904951,1,3.50,4.00,0.0600,
,FDF103 RA,FENDER W/O SIDE LAMP HOLE RH,FIGO,'16,1904950,1,3.50,4.00,0.0600,
7,FDF103 LB,FENDER W/SIDE LAMP HOLE LH,FIGO,'16,1904951,1,3.50,4.00,0.0600,
,FDF103 RB,FENDER W/SIDE LAMP HOLE RH,FIGO,'16,1904950,1,3.50,4.00,0.0600,
8,FDH103 NA,HOOD,FIGO,'16,1906588,1,15.00,16.00,0.1200,
NO,CODE,DESCRIPTION,MODEL,YEAR,OEM,PCS,NW,GW,M3,PART LINK
1,J7BZ-17757-OA,FRONT BUMPER,FIGO,'20,J7BZ-17757-OA,1,,,,
NO,CODE,DESCRIPTION,MODEL,YEAR,OEM,PCS,NW,GW,M3,PART LINK
1,FDB041 NA,FRONT BUMPER,FORD-FOCUS,'05,4M51-17757-AA,1,,,0.0500,
2,FDB042 NA,REAR BUMPER,FORD-FOCUS,'05,5M51-F17906-BEXWAA,1,,,0.0500,
3,FDG041 NA,GRILLE CP,FOCUS,'05-'07,5M51-82-00AB,1,1.09,1.09,0.0813,
4,FDHL041 LA,HEAD LAMP LH,FORD-FOCUS,'05,5M51-13W030-CC,1,,,,
,FDHL041 RA,HEAD LAMP RH,FORD-FOCUS,'05,5M51-13W029-CC,1,,,,
5,FDHL041 LB,HEAD LAMP LH MB RIM,FORD-FOCUS,'05,5M51-13W030-AB,1,,4.00,,
,FDHL041 RB,HEAD LAMP RH BK RIM,FORD-FOCUS,'05,5M51-13W029-AB,1,,,,
6,FDHL041 LC,HEAD LAMP LH XENON,FORD-FOCUS,'05,5M51-13W030-CC,1,,,,
,FDHL041 RC,HEAD LAMP RH XENON,FORD-FOCUS,'05,5M51-13W029-CC,1,,,,
7,FDFC041 LA,FOG LAMP COVER LH W/O HOLE,FORD-FOCUS,'05,4M51-19952-B,1,,,,
,FDFC041 RA,FOG LAMP COVER RH W/O HOLE,FORD-FOCUS,'05,4M51-19951-B,1,,,,
8,FDFC041 LB,FOG LAMP COVER LH W/HOLE,FORD-FOCUS,'05,4M51-19953-A/1337349,1,,,,
,FDFC041 RB,FOG LAMP COVER RH W/HOLE,FORD-FOCUS,'05,4M51-19952-A/1337347,1,,,,
9,FDFL041 LA,FOG LAMP LH,FORD-FOCUS,'05,3M51-15K202-AA,1,,,,
,FDFL041 RA,FOG LAMP RH,FORD-FOCUS,'05,3M51-15K201-AA,1,,,,
10,FDSL041 NA,SIDE LAMP,FOCUS,'05-'07,4M5A-13-K309,10,,,0.0300,
11,FDL041 LA,TAIL LAMP LH,FORD-FOCUS,'05,5M51-13405-AC,20,8.00,10.00,0.2211,
,FDL041 RA,TAIL LAMP RH,FORD-FOCUS,'05,5M51-13404-AC,20,8.00,10.00,0.2211,
12,FDMR041 LA,DOOR MIRROR LH,FOCUS,'05-'07,4M51-17-683CH,6,,,0.0300,
,FDMR041 RA,DOOR MIRROR RH,FOCUS,'05-'07,4M51-17-682CH,6,,,0.0300,
13,FDMR041 RB,DOOR MIRROR RH ELECTRIC,FOCUS 4/5 Drs,'05-'06,4M51-17682-CH,1,,,,
,FDMR041 LB,DOOR MIRROR LH ELECTRIC,FOCUS 4/5 Drs,'05-'06,4M51-17683-CH,1,,,,
14,FDMD041 RA,DECORATIVE FOR MIRROR RH,FOCUS 4/5 Drs,'05-'10,4M51A16003-AD,1,,,,
,FDMD041 LA,DECORATIVE FOR MIRROR LH,FOCUS 4/5 Drs,'05-'10,4M51A16004-AD,1,,,,
15,FDIF041 LA,INNER FENDER LH,FOCUS,'05-'07,5M51-16-115,10,4.00,4.00,0.0300,
,FDIF041 RA,INNER FENDER RH,FOCUS,'05-'07,5M51-16-114,10,4.00,4.00,0.0300,
NO,CODE,DESCRIPTION,MODEL,YEAR,OEM,PCS,NW,GW,M3,PART LINK
1,FDP041 NA,FRONT VALANCE PANEL 1800 CC,FORD-FOCUS,'05,45M51-17C749-A,1,,,,
2,FDP041 NB,FRONE VALANCE PANEL 2000 CC,FORD-FOCUS,'05,5M59-17C749,1,,,,
3,FDP042 NA,REAR BUMPER LOWER 1800 CC,FOCUS 4 Drs,'05-'06,4M51-17682-CH,1,,,,
4,FDP042 NB,REAR BUMPER LOWER 2000 CC,FOCUS 4 Drs,'05-'06,4M51-17683-CH,1,,,,
5,FDBR041 NA,FRONT BUMPER REINFORCEMENT,FOCUS,'05-'07,3M51-21-092R,1,4.00,4.60,0.0748,
6,FDBR042 NA,REAR BUMPER REINFORCEMENT,FOCUS,'05-'07,3M51-24-03226,1,4.00,4.00,0.0400,
7,FDDB041 NA,DASH BOARD BEIGE RHD.,FOCUS 4/5 Drs,'05-'06,4M51-A04320-AAW,1,,,,
8,FDDB041 NB,DASH BOARD GRAY RHD.,FOCUS 4/5 Drs,'05-'06,,1,,,,
9,FDW041 NA,WIPER PANEL (RHD.) RHD.,FOCUS 4/5 Drs,'05-'06,4M51-R22404-XWAA,1,,,,
10,FDR041 NA,RADIATOR SUPPORT,FOCUS 4/5 Drs,'05-'06,4M51-8B041,1,,,,
11,FDBS041 LA,BUMPER FOG LAMP STRIP LH,FOCUS,'05-'07,5M54-17-E909B,10,,,0.0010,
,FDBS041 RA,BUMPER FOG LAMP STRIP RH,FOCUS,'05-'07,5M54-17-E908B,10,,,0.0010,
12,FDBS042 CA,REAR BUMPER STRIP LONG,FOCUS 4 Drs,'05-'06,5M51-17E911-B,1,,,,
,FDBS042 RA,REAR BUMPER STRIP RH RH,FOCUS 4 Drs,'05-'06,5M51-17C768-E,1,,,,
,FDBS042 LA,REAR BUMPER STRIP LH LH,FOCUS 4 Drs,'05-'06,5M51-17C769-E,1,,,,
13,FDSB041 LA,FRONT BUMPER SUPPORT FOG LAMP LH,FOCUS SEDAN,'05-'08,4M51-17E857-AC,1,1.00,1.00,0.0200,
,FDSB041 RA,FRONT BUMPER SUPPORT FOG LAMP RH,FOCUS SEDAN,'05-'08,4M51-17E856-AC,1,1.00,1.00,0.0200,
14,FDSB041 LB,FRONT BUMPER BRACKET SMALL LH,FOCUS SEDAN,'05-'08,4M51-170958-A,1,1.00,1.00,0.0100,
,FDSB041 RB,FRONT BUMPER BRACKET RH SMALL,FOCUS SEDAN,'05-'08,4M51-170959-A,1,1.00,1.00,0.0100,
15,FDSB042 LA,REAR BUMPER BRACKET LH 4DR.,FOCUS,05-11,5M51-F17E851-A,1,,,,
,FDSB042 RA,REAR BUMPER BRACKET RH 4DR.,FOCUS,05-11,5M51-F17E850-A,1,,,,
16,FDSB042 CA,REAR BUMPER SUPPORT MIDDLE,FOCUS,'05-'10,5M51-17B861,1,,,,
17,FDSK041 LA,LOWER SKIRT LH,FOCUS,'05-'07,6M59-10-191B,1,,,0.0300,
,FDSK041 RA,LOWER SKIRT RH,FOCUS,'05-'07,6M59-10-190B,1,,,0.0300,
18,FDPF041 RB,FRONT BUMPER STRIP RH 2000 CC,FOCUS 4/5 Drs,'05-'06,5M59-17E908-AA,1,,,,
,FDPF041 LB,FRONT BUMPER STRIP LH 2000 CC,FOCUS 4/5 Drs,'05-'06,5M59-17E909-AA,1,,,,
NO,CODE,DESCRIPTION,MODEL,YEAR,OEM,PCS,NW,GW,M3,PART LINK
1,FDTR041 NA,TANK RESERVE,FOCUS,'05-'07,5M59-17-B613,1,,,0.0200,
2,FDAH041 NA,AIR FILTER INTAKE,FOCUS,'05-'07,5M51-96-00BB,5,7.60,7.60,0.2307,
3,FDAI041 NA,AIR INTAKE,FOCUS 4/5 Drs,'05-'06,5M51-9E635-AB,1,,,,
4,FDEC041 NA,ENGINE COVER,FOCUS,'05-'07,5M5G-6A-949,1,,,0.0300,
5,FDRF041 NA,RADIATOR FAN SHROUD,FOCUS,'05-'07,5M5H-8C-607,1,1.00,1.00,0.0200,
6,FDSP041 NA,ORNAMENT RANGER BLACK,RANGER,'13-'14,,1,0.50,0.50,0.0397,
7,FDSP042 NA,REAR BUMPER COVER PART,FOCUS 4 Drs,'05-'06,5M51-F17K922-BAX,1,,,,
8,FDDB041 NA,DASH BOARD BEIGE RHD.,FOCUS 4/5 Drs,'05-'06,4M51-A04320-AAW,1,,,,
9,FDDB041 NB,DASH BOARD GRAY RHD.,FOCUS 4/5 Drs,'05-'06,,1,,,,
NO,CODE,DESCRIPTION,MODEL,YEAR,OEM,PCS,NW,GW,M3,PART LINK
1,FDB044 UA,REAR BUMPER UPPER,FOCUS 5 Door,'05-'06,5M59-A17K823-BAW,1,,,,
2,FDB044 LA,REAR BUMPER LOWER,FOCUS 5 Door,'05-'06,5M59-17A894-A-PA10,1,,,,
3,FDB044 NA,REAR BUMPER ASS'Y,FOCUS 5 Door,'05-'06,,1,,,,
4,FDL043 RA,TAIL LAMP RH,FOCUS 5 Door,'05-'06,4M51-13404-AF,1,,,,
,FDL043 LA,TAIL LAMP LH,FOCUS 5 Door,'05-'06,4M51-13405-AF,1,,,,
5,FDBL044 RA,REAR BUMPER LAMP RH,FOCUS 5 Door,'05-'06,5M51-15500-AA,1,,,,
,FDBL044 LA,REAR BUMPER LAMP LH,FOCUS 5 Door,'05-'06,5M51-15K273-AA,1,,,,
6,FDBL043 NA,SPOILER LAMP,FOCUS 5 Door,'05-'06,,1,,,,
7,FDBP043 NA,BACK SPOILER,FOCUS 5 Door,'05-'06,5M51-A44210-AK,1,,,,
8,FDBS044 NA,REAR BUMPER SUPPORT,FOCUS 5 Door,'05-'10,4M51-A17B861-AE,1,,,,
9,FDBS044 RA,REAR BUMPER SUPPORT RH,FOCUS 5 Door,'05-'10,5M51-F17E850-AE,10,4.10,4.10,0.2208,
,FDBS044 LA,REAR BUMPER SUPPORT LH,FOCUS 5 Door,'05-'10,5M51-F17E851-AE,10,4.10,4.10,0.2208,
10,FDBS044 NA,REAR BUMPER STRIP,FOCUS 5 Door,'05-'10,4M51-17E911-A,1,,,,
11,FDSP044 NA,REAR BUMPER COVER PART,FOCUS 5 Door,'05-'06,4M51-A17K922-BA,1,,,,
NO,CODE,DESCRIPTION,MODEL,YEAR,OEM,PCS,NW,GW,M3,PART LINK
1,FDB045 UA,FRONT BUMPER UPPER,FOCUS,'07-'08,7M51-17750-BA,1,,,,
2,FDB045 LA,FRONT BUMPER LOWER,FOCUS,'07-'08,7M51-17A894-A,1,,,,
3,FDBF045 NA,FRONT BUMPER FINISHER,FOCUS,'07-'08,5M5J-17K945-AA,1,,,,
4,FDG041 NA,GRILLE CP,FOCUS,'05-'08,5M51-8200-AB,1,1.09,1.09,0.0813,
5,FDFC045 RA,FOG LAMP COVER RH W/O HOLE,FOCUS,'07-'08,7M51-15A245-AA,1,,,,
,FDFC045 LA,FOG LAMP COVER LH W/O HOLE,FOCUS,'07-'08,7M51-15A246-AA,1,,,,
6,FDFC045 RB,FOG LAMP COVER RH W/ HOLE,FOCUS,'07-'08,5M51-15A245-BA,1,,,,
,FDFC045 LB,FOG LAMP COVER LH W/ HOLE,FOCUS,'07-'08,5M51-15A246-BA,1,,,,
7,FDFL045 NA,FOG LAMP (R=L),FOCUS,'07-'10,2N11-15201-AB,10,,,0.0300,
8,FDFL045 NB,FOG LAMP (R=L) LED.,FOCUS,'07-'10,2N11-15201-AB,10,,,0.0300,
9,FDSP045 NA,COVER PART FOR FRONT BUMPER,FOCUS,'07-'08,6M5A-17A989-A,1,,,,
10,FDBR045 CA,REINFORCE FOR LOWER BUMPER,FOCUS,'07-'08,5M5J-17B909-DA,1,,,,
11,FDBS045 RA,REINFORCE STRIP LOWER BUMPER RH,FOCUS,'07-'08,5M5J-17B909-BB,1,,,,
,FDBS045 LA,REINFORCE STRIP LOWER BUMPER LH,FOCUS,'07-'08,5M5J-17B909-AB,1,,,,
12,FDSB045 RA,FRONT BUMPER SUPPORT RH,FOCUS,'07-'08,6M5Y-17B783-AA,1,,,,
,FDBS045 LA,FRONT BUMPER SUPPORT LH,FOCUS,'07-'08,6M5Y-17B783-BA,1,,,,
13,FDMR045 RA,DOOR MIRROR RH,FOCUS,'07-'10,6M5A-17982-AC,1,,,,
,FDMR045 LA,DOOR MIRROR LH,FOCUS,'07-'10,6M5A-17983-AC,1,,,,
NO,CODE,DESCRIPTION,MODEL,YEAR,OEM,PCS,NW,GW,M3,PART LINK
1,FDB047 NA,FRONT BUMPER,FOCUS,'09-'10,8M51-17757-AF,1,4.50,5.00,0.0600,
2,FDBF047 NA,FRONT BUMPER FINISHER,FOCUS,'09-'10,8M51-17B968-AC,25,22.80,22.80,0.4348,
3,FDBS047 NA,BUMPER FINISHER W/CP MOULDING,FOCUS,'09-'10,8M51-8C436-AD,1,0.92,0.98,0.0031,
4,FDG047 NA,GRILLE,FOCUS,'09-'10,8M51-8200-AD,1,,,,
5,FDB048 NA,REAR BUMPER,FOCUS,'09-'10,8M51-17906-CC,1,4.50,5.00,0.0600,
6,FDB048 NB,REAR BUMPER,FOCUS,'09-'10,8M51-F17906-EXCWA,1,,,,
